"DateTime","LotID","Slot#","SampleID","Operator","Tool ID","Process","Product Type","Recipe","Method","RecipeGroup","RecipeName","Library Name","Mapping File Name","Comments","Position","User Coords","Thk of sub (mm)","Thk of 1st layer","Rgh of 1st layer","Goodness of fit (%)","n@230","k@230","n@248","k@248","n@365","k@365","n@633","k@633","Rs_exp@230","Rs_cal@230","Rs_exp@248","Rs_cal@248","Rs_exp@365","Rs_cal@365","Rs_exp@633","Rs_cal@633","Phaseshift@230","Phaseshift@248","Phaseshift@365","Phaseshift@633","Eg (eV)","Pattern Match Score",
"02/15/2021 05:24:44 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 0.0000,  y = 0.0000","ux = 0.0000,  uy = 0.0000","1.000","1676.4","4","97.908","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","22.0150","27.4436","9.7070","0.8548","45.5840","49.8615","7.0880","6.6336","3446.28","2980.84","1719.27","911.71","5.775","100.00",
"02/15/2021 05:24:46 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -0.5660,  y = -0.5660","ux = -0.5660,  uy = -0.5660","1.000","1674.6","4","97.888","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","24.4160","29.2431","10.0920","2.7540","42.5100","47.9344","8.0470","7.7462","3443.22","2976.14","1718.18","910.44","5.775","100.00",
"02/15/2021 05:24:48 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 0.0000,  y = -0.8000","ux = 0.0000,  uy = -0.8000","1.000","1674.7","4","97.895","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","23.8150","28.9706","9.8740","2.6830","43.4400","47.8307","8.0230","7.7172","3443.33","2976.26","1718.12","910.47","5.775","100.00",
"02/15/2021 05:24:51 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 0.5660,  y = -0.5660","ux = 0.5660,  uy = -0.5660","1.000","1674.0","4","97.897","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","24.7230","29.5495","10.1490","3.6557","42.1770","47.0809","8.5540","8.1394","3442.22","2974.55","1717.71","910.01","5.775","100.00",
"02/15/2021 05:24:53 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 0.8000,  y = 0.0000","ux = 0.8000,  uy = 0.0000","1.000","1673.2","4","97.908","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","25.7930","29.8401","10.2210","4.9507","40.8650","45.9360","8.6970","8.6471","3440.97","2972.56","1717.08","909.46","5.775","100.00",
"02/15/2021 05:24:55 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 0.5660,  y = 0.5660","ux = 0.5660,  uy = 0.5660","1.000","1672.8","4","97.901","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","25.8090","29.9831","10.5830","5.7967","39.8720","45.2354","9.0550","8.9544","3440.22","2971.40","1716.69","909.14","5.775","100.00",
"02/15/2021 05:24:57 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 0.0000,  y = 0.8000","ux = 0.0000,  uy = 0.8000","1.000","1672.8","4","97.915","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","25.8040","30.1086","10.7900","5.7103","40.2690","45.4236","9.2480","8.9160","3440.30","2971.52","1716.80","909.18","5.775","100.00",
"02/15/2021 05:24:59 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -0.5660,  y = 0.5660","ux = -0.5660,  uy = 0.5660","1.000","1673.3","4","97.880","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","25.3560","29.7691","9.8900","4.7999","40.8640","46.0299","8.9660","8.5925","3441.10","2972.78","1717.13","909.52","5.775","100.00",
"02/15/2021 05:25:01 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -0.8000,  y = 0.0000","ux = -0.8000,  uy = 0.0000","1.000","1674.0","4","97.912","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","24.8970","29.4087","9.9730","3.6195","42.0160","47.0144","8.3280","8.1283","3442.27","2974.60","1717.67","910.02","5.775","100.00",
"02/15/2021 05:25:04 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -1.4780,  y = -0.6120","ux = -1.4780,  uy = -0.6120","1.000","1663.1","4","97.908","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","29.5620","27.2516","25.4530","28.0863","23.9110","28.4882","15.6460","15.7082","3424.75","2950.74","1707.05","902.82","5.775","100.00",
"02/15/2021 05:25:06 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -1.1310,  y = -1.1310","ux = -1.1310,  uy = -1.1310","1.000","1664.8","4","97.912","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","29.0480","29.0314","21.1790","24.4727","27.3340","32.0503","14.4090","14.4869","3427.66","2953.73","1709.25","903.89","5.775","100.00",
"02/15/2021 05:25:08 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -0.6120,  y = -1.4780","ux = -0.6120,  uy = -1.4780","1.000","1665.2","4","97.925","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","30.1010","29.0413","20.8770","23.4379","27.7530","32.5653","14.1860","14.2204","3428.17","2954.53","1709.56","904.12","5.775","100.00",
"02/15/2021 05:25:10 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 0.0000,  y = -1.6000","ux = 0.0000,  uy = -1.6000","1.000","1664.0","4","97.882","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","29.8360","28.2121","23.3190","26.1977","25.2970","30.3573","14.9300","15.0626","3426.29","2952.30","1708.22","903.38","5.775","100.00",
"02/15/2021 05:25:13 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 0.6120,  y = -1.4780","ux = 0.6120,  uy = -1.4780","1.000","1661.9","4","97.919","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","28.5440","25.7657","27.4560","30.4381","22.6930","25.9455","16.2080","16.5728","3422.62","2948.75","1705.38","902.08","5.775","100.00",
"02/15/2021 05:25:15 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 1.1310,  y = -1.1310","ux = 1.1310,  uy = -1.1310","1.000","1659.0","4","97.888","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","26.4980","21.5570","32.7960","35.0431","17.7580","20.0866","18.3440","18.5686","3417.31","2944.51","1701.11","900.41","5.775","100.00",
"02/15/2021 05:25:17 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 1.4780,  y = -0.6120","ux = 1.4780,  uy = -0.6120","1.000","1656.0","4","97.902","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","23.6650","16.4736","36.6730","38.3662","13.3750","14.6789","20.2440","20.5561","3411.32","2940.64","1696.19","898.77","5.775","100.00",
"02/15/2021 05:25:19 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 1.6000,  y = 0.0000","ux = 1.6000,  uy = 0.0000","1.000","1653.7","4","97.923","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","21.2530","12.6356","37.9630","40.0545","11.0290","11.5144","21.5040","22.0034","3406.50","2937.95","1692.22","897.58","5.775","100.00",
"02/15/2021 05:25:22 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 1.4780,  y = 0.6120","ux = 1.4780,  uy = 0.6120","1.000","1652.6","4","97.921","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","19.4240","10.5925","38.4610","40.4016","10.1750","10.1745","22.0810","22.7134","3403.75","2936.65","1690.01","896.99","5.775","100.00",
"02/15/2021 05:25:24 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 1.1310,  y = 1.1310","ux = 1.1310,  uy = 1.1310","1.000","1652.1","5","97.927","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","19.7300","9.8094","38.6840","40.3503","9.7180","9.7142","22.4070","22.9601","3402.65","2936.18","1689.16","896.78","5.775","100.00",
"02/15/2021 05:25:26 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 0.6120,  y = 1.4780","ux = 0.6120,  uy = 1.4780","1.000","1652.0","5","97.926","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","19.1190","9.6232","38.9960","40.4230","8.9860","9.6151","22.4620","23.0449","3402.35","2936.03","1688.92","896.71","5.775","100.00",
"02/15/2021 05:25:28 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 0.0000,  y = 1.6000","ux = 0.0000,  uy = 1.6000","1.000","1652.2","4","97.922","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","19.5820","9.9940","38.8690","40.5941","10.8260","9.8328","22.5970","22.9646","3402.85","2936.19","1689.28","896.79","5.775","100.00",
"02/15/2021 05:25:31 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -0.6120,  y = 1.4780","ux = -0.6120,  uy = 1.4780","1.000","1652.8","5","97.925","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","19.8890","10.9560","38.5540","40.1573","9.6540","10.3948","22.0590","22.5296","3404.31","2936.98","1690.50","897.14","5.775","100.00",
"02/15/2021 05:25:33 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -1.1310,  y = 1.1310","ux = -1.1310,  uy = 1.1310","1.000","1654.6","4","97.900","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","22.6180","14.2895","37.6290","39.6227","11.1410","12.7524","20.8450","21.4396","3408.57","2938.98","1693.90","898.05","5.775","100.00",
"02/15/2021 05:25:35 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -1.4780,  y = 0.6120","ux = -1.4780,  uy = 0.6120","1.000","1657.6","4","97.900","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","25.7710","19.1239","34.6870","36.6651","13.9440","17.3629","19.1380","19.5018","3414.51","2942.68","1698.82","899.63","5.775","100.00",
"02/15/2021 05:25:37 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -1.6000,  y = 0.0000","ux = -1.6000,  uy = 0.0000","1.000","1660.5","4","97.918","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","27.8380","23.7947","30.1670","32.5647","19.1000","23.1222","16.9970","17.4844","3420.17","2946.80","1703.43","901.31","5.775","100.00",
"02/15/2021 05:25:39 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -1.9020,  y = -0.6180","ux = -1.9020,  uy = -0.6180","1.000","1648.3","4","97.935","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","14.9590","5.1556","39.9080","40.5455","10.9260","8.3761","24.6500","25.2223","3393.33","2931.95","1681.81","894.91","5.775","100.00",
"02/15/2021 05:25:41 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -1.6180,  y = -1.1760","ux = -1.6180,  uy = -1.1760","1.000","1649.3","4","97.926","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","16.0250","6.0923","39.9430","40.6731","9.9240","8.3450","24.2440","24.6490","3395.82","2933.03","1683.74","895.39","5.775","100.00",
"02/15/2021 05:25:44 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -1.1760,  y = -1.6180","ux = -1.1760,  uy = -1.6180","1.000","1650.1","4","97.936","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","16.8040","6.9898","39.5880","40.7255","9.0390","8.5227","23.6690","24.1953","3397.76","2933.89","1685.26","895.76","5.775","100.00",
"02/15/2021 05:25:46 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -0.6180,  y = -1.9020","ux = -0.6180,  uy = -1.9020","1.000","1650.0","4","97.928","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","17.5710","6.9280","39.7940","41.0101","10.5950","8.5708","23.8790","24.3007","3397.56","2933.74","1685.04","895.69","5.775","100.00",
"02/15/2021 05:25:48 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 0.0000,  y = -2.0000","ux = 0.0000,  uy = -2.0000","1.000","1649.4","4","97.943","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","15.8820","6.1732","39.6740","40.8002","9.9650","8.3872","24.2660","24.6367","3395.98","2933.08","1683.84","895.40","5.775","100.00",
"02/15/2021 05:25:50 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 0.6180,  y = -1.9020","ux = 0.6180,  uy = -1.9020","1.000","1648.2","4","97.957","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","14.7990","5.0050","39.9260","40.4112","9.6430","8.3768","24.7400","25.3035","3392.89","2931.76","1681.49","894.84","5.775","100.00",
"02/15/2021 05:25:52 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 1.1760,  y = -1.6180","ux = 1.1760,  uy = -1.6180","1.000","1646.9","4","97.941","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","13.7230","4.1728","39.5800","39.7545","10.6300","8.7877","25.1480","25.9925","3389.56","2930.34","1678.98","894.25","5.775","100.00",
"02/15/2021 05:25:55 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 1.6180,  y = -1.1760","ux = 1.6180,  uy = -1.1760","1.000","1645.5","4","97.957","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","12.4750","3.7901","39.2540","38.7203","11.5900","9.7640","26.1140","26.7481","3385.73","2928.69","1676.16","893.60","5.775","100.00",
"02/15/2021 05:25:57 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 1.9020,  y = -0.6180","ux = 1.9020,  uy = -0.6180","1.000","1644.1","5","97.975","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","12.3110","3.9600","38.9140","37.1720","12.3630","11.0422","26.7270","27.4028","3382.11","2927.01","1673.57","893.01","5.775","100.00",
"02/15/2021 05:25:59 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 2.0000,  y = 0.0000","ux = 2.0000,  uy = 0.0000","1.000","1642.7","4","97.966","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","10.7620","4.7550","37.4410","35.7492","14.8010","12.9527","27.3660","28.1082","3378.36","2925.34","1670.88","892.38","5.775","100.00",
"02/15/2021 05:26:01 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 1.9020,  y = 0.6180","ux = 1.9020,  uy = 0.6180","1.000","1641.9","4","97.976","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","11.2070","5.4860","36.8300","34.6085","15.5720","14.2473","27.9540","28.5085","3376.10","2924.24","1669.30","892.01","5.775","100.00",
"02/15/2021 05:26:03 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 1.6180,  y = 1.1760","ux = 1.6180,  uy = 1.1760","1.000","1641.5","4","97.985","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","11.3530","5.8914","36.9870","34.3937","16.7810","14.9135","28.0660","28.6945","3375.15","2923.91","1668.62","891.85","5.775","100.00",
"02/15/2021 05:26:06 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 1.1760,  y = 1.6180","ux = 1.1760,  uy = 1.6180","1.000","1641.4","4","97.987","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","11.3500","6.0215","36.7510","33.9299","15.8250","15.0977","28.2020","28.7477","3374.75","2923.60","1668.36","891.79","5.775","100.00",
"02/15/2021 05:26:08 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 0.6180,  y = 1.9020","ux = 0.6180,  uy = 1.9020","1.000","1641.3","4","97.955","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","10.8990","6.1444","36.4180","33.8305","16.1180","15.2870","28.1440","28.7985","3374.47","2923.49","1668.17","891.75","5.775","100.00",
"02/15/2021 05:26:10 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 0.0000,  y = 2.0000","ux = 0.0000,  uy = 2.0000","1.000","1641.3","4","97.963","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","11.2000","6.0700","36.6920","33.8651","17.2900","15.1715","28.1960","28.7677","3374.63","2923.54","1668.28","891.78","5.775","100.00",
"02/15/2021 05:26:12 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -0.6180,  y = 1.9020","ux = -0.6180,  uy = 1.9020","1.000","1641.5","4","97.969","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","11.5020","5.8744","37.0750","34.2707","15.4290","14.8788","27.9410","28.6862","3375.15","2923.85","1668.63","891.86","5.775","100.00",
"02/15/2021 05:26:14 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -1.1760,  y = 1.6180","ux = -1.1760,  uy = 1.6180","1.000","1642.6","4","97.977","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","11.5280","4.8424","37.8830","35.6115","14.5200","13.1205","27.3970","28.1628","3378.06","2925.19","1670.67","892.33","5.775","100.00",
"02/15/2021 05:26:17 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -1.6180,  y = 1.1760","ux = -1.6180,  uy = 1.1760","1.000","1643.9","4","97.986","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","12.1450","4.1098","38.4780","37.4051","12.4180","11.5036","27.1970","27.5754","3381.46","2926.86","1673.04","892.87","5.775","100.00",
"02/15/2021 05:26:19 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -1.9020,  y = 0.6180","ux = -1.9020,  uy = 0.6180","1.000","1645.6","4","97.952","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","12.4800","3.8037","39.1360","38.8686","12.0670","9.7124","26.1420","26.7102","3385.98","2928.81","1676.33","893.63","5.775","100.00",
"02/15/2021 05:26:21 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -2.0000,  y = 0.0000","ux = -2.0000,  uy = 0.0000","1.000","1647.0","4","97.970","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","13.5680","4.2166","39.4060","39.8373","10.7370","8.7594","25.6020","25.9534","3389.78","2930.44","1679.14","894.28","5.775","100.00",
"02/15/2021 05:26:23 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -2.3180,  y = -0.6210","ux = -2.3180,  uy = -0.6210","1.000","1639.0","4","97.993","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","11.6160","9.1886","33.6720","29.8973","20.3170","19.3848","29.0520","29.7809","3368.61","2920.26","1664.18","890.80","5.775","100.00",
"02/15/2021 05:26:25 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -2.0780,  y = -1.2000","ux = -2.0780,  uy = -1.2000","1.000","1639.6","5","97.993","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","11.7770","8.1342","34.7100","30.9915","18.9690","18.0408","28.8520","29.4820","3370.36","2921.18","1665.37","891.09","5.775","100.00",
"02/15/2021 05:26:28 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -1.6970,  y = -1.6970","ux = -1.6970,  uy = -1.6970","1.000","1639.9","5","97.974","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","11.3250","7.8213","34.6970","31.3660","18.9050","17.6288","28.7770","29.3865","3370.93","2921.49","1665.76","891.18","5.775","100.00",
"02/15/2021 05:26:30 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -1.2000,  y = -2.0780","ux = -1.2000,  uy = -2.0780","1.000","1640.2","4","97.983","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","11.4800","7.4612","35.6180","32.2421","18.1300","17.1560","28.5720","29.2729","3371.72","2922.10","1666.27","891.30","5.775","100.00",
"02/15/2021 05:26:32 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = -0.6210,  y = -2.3180","ux = -0.6210,  uy = -2.3180","1.000","1640.1","5","97.984","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","10.5770","7.5440","35.0090","31.7484","18.5320","17.2585","28.4830","29.2989","3371.46","2921.79","1666.12","891.26","5.775","100.00",
"02/15/2021 05:26:34 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 0.0000,  y = -2.4000","ux = 0.0000,  uy = -2.4000","1.000","1639.8","4","97.980","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","11.1760","7.9242","34.8780","31.4687","18.6890","17.7680","28.6510","29.4184","3370.80","2921.51","1665.66","891.16","5.775","100.00",
"02/15/2021 05:26:37 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 0.6210,  y = -2.3180","ux = 0.6210,  uy = -2.3180","1.000","1639.2","4","97.985","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","11.4670","8.8326","34.0580","30.5110","20.0370","18.9376","29.0010","29.6830","3369.24","2920.71","1664.60","890.90","5.775","100.00",
"02/15/2021 05:26:39 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 1.2000,  y = -2.0780","ux = 1.2000,  uy = -2.0780","1.000","1638.7","4","97.976","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","11.7640","9.6010","33.3340","29.5003","20.1930","19.8937","29.1870","29.8898","3367.97","2919.93","1663.75","890.70","5.775","100.00",
"02/15/2021 05:26:41 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 1.6970,  y = -1.6970","ux = 1.6970,  uy = -1.6970","1.000","1638.2","5","97.976","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","11.9050","10.1475","32.3340","28.1622","21.1090","20.5798","29.2650","30.0334","3366.95","2919.01","1663.10","890.52","5.775","100.00",
"02/15/2021 05:26:44 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 2.0780,  y = -1.2000","ux = 2.0780,  uy = -1.2000","1.000","1637.6","4","97.979","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","11.8970","11.4037","31.3760","27.1733","22.1460","22.0636","29.5780","30.3320","3365.22","2918.16","1661.92","890.24","5.775","100.00",
"02/15/2021 05:26:46 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 2.3180,  y = -0.6210","ux = 2.3180,  uy = -0.6210","1.000","1636.9","5","97.986","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","12.6350","12.5023","30.0490","25.4718","23.6990","23.3716","29.8060","30.5831","3363.59","2916.91","1660.87","889.97","5.775","100.00",
"02/15/2021 05:26:48 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 2.4000,  y = 0.0000","ux = 2.4000,  uy = 0.0000","1.000","1636.0","5","97.984","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","13.2240","13.9493","28.4610","23.3433","24.8860","25.0741","30.1380","30.8959","3361.57","2915.33","1659.56","889.62","5.775","100.00",
"02/15/2021 05:26:50 PM","XXXXXX.Y","25","AAA0000000","b","equipment","process","product","XXXXX","Rsnk","Operator","recipe","","mapfile.map","2","x = 2.3180,  y = 0.6210","ux = 2.3180,  uy = 0.6210","1.000","1635.3","4","98.003","2.3304","0.0125","2.2430","0.0081","2.0448","0.0000","1.9609","0.0000","13.9570","15.5768","26.8140","22.1883","27.5360","26.8323","30.4940","31.2085","3359.70","2914.38","1658.32","889.32","5.775","100.00",
